/"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"Advanced Rocketry","advancedrocketry:lathe",4343,0,"false","Lathe",""
"Advanced Rocketry","advancedrocketry:launchpad",4365,0,"false","Launch Pad",""
"Advanced Rocketry","advancedrocketry:lens",4462,0,"true","Basic Lens","itemLens,lensPrecisionLaserEtcher"
"Advanced Rocketry","advancedrocketry:lightsource",4405,0,"false","tile.lightSource.name",""
"Advanced Rocketry","advancedrocketry:liquidtank",4338,0,"false","Pressurized Tank",""
"Advanced Rocketry","advancedrocketry:loader",4386,0,"true","Data Bus",""
"Advanced Rocketry","advancedrocketry:loader",4386,1,"true","Satellite Bay",""
"Advanced Rocketry","advancedrocketry:loader",4386,2,"true","Rocket Unloader",""
"Advanced Rocketry","advancedrocketry:loader",4386,3,"true","Rocket Loader",""
"Advanced Rocketry","advancedrocketry:loader",4386,4,"true","Rocket Fluid Unloader",""
"Advanced Rocketry","advancedrocketry:loader",4386,5,"true","Rocket Fluid Loader",""
"Advanced Rocketry","advancedrocketry:loader",4386,6,"true","Guidance Computer Access Hatch",""
"Advanced Rocketry","advancedrocketry:metal0",4429,0,"true","Titanium Aluminide Block","blockTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:metal0",4429,1,"true","Titanium Iridium Alloy Block","blockTitaniumIridium"
"Advanced Rocketry","advancedrocketry:microwavereciever",4355,0,"false","Microwave Receiver",""
"Advanced Rocketry","advancedrocketry:misc",4459,0,"true","User Interface",""
"Advanced Rocketry","advancedrocketry:misc",4459,1,"true","Carbon Brick","ingotCarbon"
"Advanced Rocketry","advancedrocketry:monitoringstation",4388,0,"false","Rocket Monitoring Station",""
"Advanced Rocketry","advancedrocketry:moonturf",4406,0,"false","Moon Turf","turfMoon"
"Advanced Rocketry","advancedrocketry:moonturf_dark",4407,0,"false","Dark Moon Turf","turfMoon"
"Advanced Rocketry","advancedrocketry:nuclearcore",4378,0,"false","Nuclear Thermal Fission Core",""
"Advanced Rocketry","advancedrocketry:nuclearfueltank",4377,0,"false","Nuclear Thermal Working Fluid Tank",""
"Advanced Rocketry","advancedrocketry:nuclearrocketmotor",4373,0,"false","Nuclear Thermal Rocket Engine",""
"Advanced Rocketry","advancedrocketry:observatory",4350,0,"false","Observatory",""
"Advanced Rocketry","advancedrocketry:orescanner",4455,0,"false","Ore Scanner",""
"Advanced Rocketry","advancedrocketry:orientationcontroller",4391,0,"false","Orientation Controller",""
"Advanced Rocketry","advancedrocketry:oxidizerfueltank",4376,0,"false","Oxidizer Fuel Tank",""
"Advanced Rocketry","advancedrocketry:oxygencharger",4398,0,"false","Gas Charge Pad",""
"Advanced Rocketry","advancedrocketry:oxygendetection",4399,0,"false","Atmosphere Detector",""
"Advanced Rocketry","advancedrocketry:oxygenscrubber",4396,0,"false","CO2 Scrubber",""
"Advanced Rocketry","advancedrocketry:oxygenvent",4397,0,"false","Oxygen Vent",""
"Advanced Rocketry","advancedrocketry:pipesealer",4400,0,"false","Pipe Seal",""
"Advanced Rocketry","advancedrocketry:planetanalyser",4351,0,"false","Astrobody Data Processor",""
"Advanced Rocketry","advancedrocketry:planetholoselector",4395,0,"false","Holographic Planet Selector",""
"Advanced Rocketry","advancedrocketry:planetidchip",4437,0,"false","Planet Id Chip",""
"Advanced Rocketry","advancedrocketry:planetselector",4394,0,"false","Planet Selector",""
"Advanced Rocketry","advancedrocketry:planks",4418,0,"false","Lightwood planks","plankWood"
"Advanced Rocketry","advancedrocketry:platepress",4332,0,"false","Small Plate Presser",""
"Advanced Rocketry","advancedrocketry:precisionassemblingmachine",4346,0,"false","Precision Assembler",""
"Advanced Rocketry","advancedrocketry:precisionlaseretcher",4349,0,"false","Precision Laser Etcher",""
"Advanced Rocketry","advancedrocketry:pressuretank",4449,0,"true","Low Pressure Tank",""
"Advanced Rocketry","advancedrocketry:pressuretank",4449,1,"true","Pressure Tank",""
"Advanced Rocketry","advancedrocketry:pressuretank",4449,2,"true","High Pressure Tank",""
"Advanced Rocketry","advancedrocketry:pressuretank",4449,3,"true","Super High Pressure Tank",""
"Advanced Rocketry","advancedrocketry:productboule",4422,0,"true","No name!!!",""
"Advanced Rocketry","advancedrocketry:productdust",4419,0,"true","Titanium Aluminide Dust","dustTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:productdust",4419,1,"true","Titanium Iridium Alloy Dust","dustTitaniumIridium"
"Advanced Rocketry","advancedrocketry:productfan",4426,0,"true","No name!!!",""
"Advanced Rocketry","advancedrocketry:productgear",4428,0,"true","Titanium Aluminide Gear","gearTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:productgear",4428,1,"true","Titanium Iridium Alloy Gear","gearTitaniumIridium"
"Advanced Rocketry","advancedrocketry:productgem",4421,0,"true","No name!!!",""
"Advanced Rocketry","advancedrocketry:productingot",4420,0,"true","Titanium Aluminide Ingot","ingotTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:productingot",4420,1,"true","Titanium Iridium Alloy Ingot","ingotTitaniumIridium"
"Advanced Rocketry","advancedrocketry:productnugget",4423,0,"true","Titanium Aluminide Nugget","nuggetTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:productnugget",4423,1,"true","Titanium Iridium Alloy Nugget","nuggetTitaniumIridium"
"Advanced Rocketry","advancedrocketry:productplate",4424,0,"true","Titanium Aluminide Plate","plateTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:productplate",4424,1,"true","Titanium Iridium Alloy Plate","plateTitaniumIridium"
"Advanced Rocketry","advancedrocketry:productrod",4425,0,"true","Titanium Aluminide Rod","stickTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:productrod",4425,1,"true","Titanium Iridium Alloy Rod","stickTitaniumIridium"
"Advanced Rocketry","advancedrocketry:productsheet",4427,0,"true","Titanium Aluminide Sheet","sheetTitaniumAluminide"
"Advanced Rocketry","advancedrocketry:productsheet",4427,1,"true","Titanium Iridium Alloy Sheet","sheetTitaniumIridium"
"Advanced Rocketry","advancedrocketry:railgun",4360,0,"false","Railgun",""
"Advanced Rocketry","advancedrocketry:rocketbuilder",4383,0,"false","Rocket Assembling Machine",""
"Advanced Rocketry","advancedrocketry:rocketmotor",4369,0,"false","Monopropellant Rocket Engine",""
"Advanced Rocketry","advancedrocketry:rollingmachine",4342,0,"false","Rolling Machine",""
"Advanced Rocketry","advancedrocketry:satellite",4442,0,"false","Satellite",""
"Advanced Rocketry","advancedrocketry:satellitebuilder",4353,0,"false","Satellite Builder",""
"Advanced Rocketry","advancedrocketry:satellitecontrolcenter",4389,0,"false","Satellite Terminal",""
"Advanced Rocketry","advancedrocketry:satelliteidchip",4436,0,"false","Satellite Id Chip",""
"Advanced Rocketry","advancedrocketry:satellitepowersource",4443,0,"true","Basic Solar Panel",""
"Advanced Rocketry","advancedrocketry:satellitepowersource",4443,1,"true","Large Solar Panel",""
"Advanced Rocketry","advancedrocketry:satelliteprimaryfunction",4444,0,"true","Optical Sensor",""
"Advanced Rocketry","advancedrocketry:satelliteprimaryfunction",4444,1,"true","Composition Sensor",""
"Advanced Rocketry","advancedrocketry:satelliteprimaryfunction",4444,2,"true","Mass Detector",""
"Advanced Rocketry","advancedrocketry:satelliteprimaryfunction",4444,3,"true","Microwave Transmitter",""
"Advanced Rocketry","advancedrocketry:satelliteprimaryfunction",4444,4,"true","Ore Mapper",""
"Advanced Rocketry","advancedrocketry:satelliteprimaryfunction",4444,5,"true","Biome Changer",""
"Advanced Rocketry","advancedrocketry:sawblade",4331,0,"false","Saw Blade Assembly",""
"Advanced Rocketry","advancedrocketry:sawbladeiron",4460,0,"true","Iron Saw Blade",""
"Advanced Rocketry","advancedrocketry:sealdetector",4454,0,"false","Seal Detector",""
"Advanced Rocketry","advancedrocketry:seat",4368,0,"false","Seat",""
"Advanced Rocketry","advancedrocketry:smallairlockdoor",4465,0,"false","Small Airlock Door",""
"Advanced Rocketry","advancedrocketry:solararray",4356,0,"false","Solar Array",""
"Advanced Rocketry","advancedrocketry:solararraypanel",4330,0,"false","Solar Array Panel",""
"Advanced Rocketry","advancedrocketry:solargenerator",4339,0,"false","Solar Generator",""
"Advanced Rocketry","advancedrocketry:solarpanel",4329,0,"false","Solar Panel",""
"Advanced Rocketry","advancedrocketry:spaceboots",4448,0,"false","Space Suit Boots",""
"Advanced Rocketry","advancedrocketry:spacechestplate",4446,0,"false","Space Suit Chest-Piece",""
"Advanced Rocketry","advancedrocketry:spaceelevatorcontroller",4361,0,"false","Space Elevator",""
"Advanced Rocketry","advancedrocketry:spacehelmet",4445,0,"false","Space Suit Helmet",""
"Advanced Rocketry","advancedrocketry:spacelaser",4364,0,"false","Orbital Laser Drill",""
"Advanced Rocketry","advancedrocketry:spaceleggings",4447,0,"false","Space Suit Leggings",""
"Advanced Rocketry","advancedrocketry:spacestation",4467,0,"true","Space Station Container",""
"Advanced Rocketry","advancedrocketry:spacestationchip",4440,0,"true","Space Station Id Chip",""
"Advanced Rocketry","advancedrocketry:stationbuilder",4384,0,"false","Space Station Assembler",""
"Advanced Rocketry","advancedrocketry:stationmarker",4367,0,"false","Station Docking Port",""
"Advanced Rocketry","advancedrocketry:structuretower",4327,0,"false","Structure Tower",""
"Advanced Rocketry","advancedrocketry:suitworkstation",4337,0,"false","Suit Workstation",""
"Advanced Rocketry","advancedrocketry:terraformer",4362,0,"false","Atmosphere Terraformer",""
"Advanced Rocketry","advancedrocketry:thermite",4463,0,"false","Thermite","dustThermite"
"Advanced Rocketry","advancedrocketry:thermitetorch",4403,0,"false","Thermite Torch",""
"Advanced Rocketry","advancedrocketry:unlittorch",4402,0,"false","Extinguished Torch",""
"Advanced Rocketry","advancedrocketry:vacuumlaser",4335,0,"false","Vacuum-Chamber High Power Laser Emitter",""
"Advanced Rocketry","advancedrocketry:vitrifiedsand",4412,0,"false","Vitrified Sand",""
"Advanced Rocketry","advancedrocketry:wafer",4433,0,"true","Silicon Wafer","waferSilicon"
"Advanced Rocketry","advancedrocketry:warpcore",4357,0,"false","Warp Core",""
"Advanced Rocketry","advancedrocketry:warpmonitor",4390,0,"false","Warp Controller",""
"Advanced Rocketry","advancedrocketry:wirelesstransciever",4340,0,"false","Wireless Transceiver",""
"Avaritia","avaritia:block_resource",5498,0,"true","Neutronium Block","blockCosmicNeutronium"
"Avaritia","avaritia:block_resource",5498,1,"true","Infinity Block","blockInfinity"
"Avaritia","avaritia:block_resource",5498,2,"true","Crystal Matrix","blockCrystalMatrix"
"Avaritia","avaritia:compressed_crafting_table",5796,0,"false","Compressed Crafting Table",""
"Avaritia","avaritia:cosmic_meatballs",5440,0,"false","Cosmic Meatballs",""
"Avaritia","avaritia:double_compressed_crafting_table",5444,0,"false","Double Compressed Crafting Table",""
"Avaritia","avaritia:endest_pearl",5736,0,"false","Endest Pearl",""
"Avaritia","avaritia:extreme_crafting_table",6078,0,"false","Extreme Crafting Table",""
"Avaritia","avaritia:infinity_axe",5446,0,"false","Nature's Ruin",""
"Avaritia","avaritia:infinity_boots",5698,0,"false","Infinity Boots",""
"Avaritia","avaritia:infinity_bow",5810,0,"false","Longbow of the Heavens",""
"Avaritia","avaritia:infinity_chestplate",5685,0,"false","Infinity Breastplate",""
"Avaritia","avaritia:infinity_helmet",6031,0,"false","Infinity Helmet",""
"Avaritia","avaritia:infinity_hoe",5799,0,"false","Hoe of the Green Earth",""
"Avaritia","avaritia:infinity_pants",5451,0,"false","Infinity Leggings",""
"Avaritia","avaritia:infinity_pickaxe",5649,0,"false","World Breaker",""
"Avaritia","avaritia:infinity_shovel",5435,0,"false","Planet Eater",""
"Avaritia","avaritia:infinity_sword",5795,0,"false","Sword of the Cosmos",""
"Avaritia","avaritia:matter_cluster",5713,0,"false","Matter Cluster",""
"Avaritia","avaritia:neutron_collector",5548,0,"false","Neutron Collector",""
"Avaritia","avaritia:neutronium_compressor",5470,0,"false","Neutronium Compressor",""
"Avaritia","avaritia:resource",6034,0,"true","Diamond Lattice",""
"Avaritia","avaritia:resource",6034,1,"true","Crystal Matrix Ingot","ingotCrystalMatrix"
"Avaritia","avaritia:resource",6034,2,"true","Pile of Neutrons",""
"Avaritia","avaritia:resource",6034,3,"true","Neutronium Nugget","nuggetCosmicNeutronium"
"Avaritia","avaritia:resource",6034,4,"true","Neutronium Ingot","ingotCosmicNeutronium"
"Avaritia","avaritia:resource",6034,5,"true","Infinity Catalyst",""
"Avaritia","avaritia:resource",6034,6,"true","Infinity Ingot","ingotInfinity"
"Avaritia","avaritia:resource",6034,7,"true","Record Fragment",""
"Avaritia","avaritia:singularity",6042,0,"true","Iron Singularity",""
"Avaritia","avaritia:singularity",6042,1,"true","Golden Singularity",""
"Avaritia","avaritia:singularity",6042,2,"true","Lapis Singularity",""
"Avaritia","avaritia:singularity",6042,3,"true","Redstone Singularity",""
"Avaritia","avaritia:singularity",6042,4,"true","Nether Quartz Singularity",""
"Avaritia","avaritia:singularity",6042,5,"true","Copper Singularity",""
"Avaritia","avaritia:singularity",6042,6,"true","Tin Singularity",""
"Avaritia","avaritia:singularity",6042,7,"true","Lead Singularity",""
"Avaritia","avaritia:singularity",6042,8,"true","Silver Singularity",""
"Avaritia","avaritia:singularity",6042,9,"true","Nickel Singularity",""
"Avaritia","avaritia:singularity",6042,10,"true","Diamond Singularity",""
"Avaritia","avaritia:singularity",6042,11,"true","Emerald Singularity",""
"Avaritia","avaritia:singularity",6042,12,"true","Fluxed Singularity",""
"Avaritia","avaritia:singularity",6042,13,"true","Platinum Singularity",""
"Avaritia","avaritia:singularity",6042,14,"true","Iridium Singularity",""
"Avaritia","avaritia:skullfire_sword",5741,0,"false","Skullfire Sword",""
"Avaritia","avaritia:ultimate_stew",5634,0,"false","Ultimate Stew",""
"Avaritia's Complement","avaritiatweaks:enhancement_crystal",5766,0,"false","Enhancement Crystal",""
"Avaritiaddons","avaritiaddons:avaritiaddons_chest",7397,0,"true","Compressed Chest",""
"Avaritiaddons","avaritiaddons:avaritiaddons_chest",7397,1,"true","Infinity Chest",""
"Avaritiaddons","avaritiaddons:extreme_auto_crafter",7396,0,"true","Auto Extreme Crafting Table",""
"Avaritiaddons","avaritiaddons:infinity_compressor",7398,0,"false","Infinity Compressor",""
"Avaritiaddons","avaritiaddons:infinity_glass",7399,0,"false","Infinity Glass","glassInfinity"
"B.A.S.E","base:wrench",5316,0,"false","Wrench",""
"Better Animals Plus","betteranimalsplus:advancement_icon_badger",5310,0,"false","item.betteranimalsplus.advancement_icon_badger.name",""
"Better Animals Plus","betteranimalsplus:advancement_icon_goat",5306,0,"false","item.betteranimalsplus.advancement_icon_goat.name",""
"Better Animals Plus","betteranimalsplus:advancement_icon_jellyfish",5304,0,"false","item.betteranimalsplus.advancement_icon_jellyfish.name",""
"Better Animals Plus","betteranimalsplus:advancement_icon_jellyfish_cross",5305,0,"false","item.betteranimalsplus.advancement_icon_jellyfish_cross.name",""
"Better Animals Plus","betteranimalsplus:advancement_icon_lamprey",5308,0,"false","item.betteranimalsplus.advancement_icon_lamprey.name",""
"Better Animals Plus","betteranimalsplus:advancement_icon_shark",5307,0,"false","item.betteranimalsplus.advancement_icon_shark.name",""
"Better Animals Plus","betteranimalsplus:advancement_icon_squirrel",5309,0,"false","item.betteranimalsplus.advancement_icon_squirrel.name",""
"Better Animals Plus","betteranimalsplus:advancement_icon_succening",5311,0,"false","item.betteranimalsplus.advancement_icon_succening.name",""
"Better Animals Plus","betteranimalsplus:antler",5267,0,"false","Antler",""
"Better Animals Plus","betteranimalsplus:bear_cape_black",5289,0,"false","Bear Cape (Black)",""
"Better Animals Plus","betteranimalsplus:bear_cape_brown",5288,0,"false","Bear Cape (Brown)",""
"Better Animals Plus","betteranimalsplus:bear_cape_kermode",5290,0,"false","Bear Cape (Kermode)",""
"Better Animals Plus","betteranimalsplus:bear_skin_black",5286,0,"false","Black Bear Skin","peltBear,peltBearBlack,skinBear,skinBearBlack"
"Better Animals Plus","betteranimalsplus:bear_skin_brown",5285,0,"false","Brown Bear Skin","peltBear,peltBearBrown,skinBear,skinBearBrown"
"Better Animals Plus","betteranimalsplus:bear_skin_kermode",5287,0,"false","Kermode Bear Skin","peltBear,peltBearKermode,skinBear,skinBearKermode"
"Better Animals Plus","betteranimalsplus:bearhead",5243,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:bearhead_1",5244,0,"false","Bear Head",""
"Better Animals Plus","betteranimalsplus:bearhead_2",5245,0,"false","Bear Head",""
"Better Animals Plus","betteranimalsplus:bearhead_3",5246,0,"false","Bear Head",""
"Better Animals Plus","betteranimalsplus:blubber",5268,0,"false","Blubber",""
"Better Animals Plus","betteranimalsplus:boarhead",5238,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:boarhead_1",5239,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:boarhead_2",5240,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:boarhead_3",5241,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:boarhead_4",5242,0,"false","Boar Head",""
"Better Animals Plus","betteranimalsplus:coyotehead",5231,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:coyotehead_1",5232,0,"false","Coyote Head",""
"Better Animals Plus","betteranimalsplus:crab_meat_cooked",5292,0,"false","Cooked Crab Meat","listAllfishcooked"
"Better Animals Plus","betteranimalsplus:crab_meat_raw",5291,0,"false","Raw Crab Meat","listAllfishraw"
"Better Animals Plus","betteranimalsplus:deerhead",5247,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:deerhead_1",5248,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:deerhead_2",5249,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:deerhead_3",5250,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:deerhead_4",5251,0,"false","Deer Head",""
"Better Animals Plus","betteranimalsplus:eel_meat_cooked",5302,0,"false","Cooked Eel Meat",""
"Better Animals Plus","betteranimalsplus:eel_meat_raw",5301,0,"false","Raw Eel Meat",""
"Better Animals Plus","betteranimalsplus:foxhead",5233,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:foxhead_1",5234,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:foxhead_2",5235,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:foxhead_3",5236,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:foxhead_4",5237,0,"false","Fox Head",""
"Better Animals Plus","betteranimalsplus:fried_egg",5303,0,"false","Fried Egg",""
"Better Animals Plus","betteranimalsplus:goatcheese",5270,0,"false","Goat Cheese","foodCheese,foodGoatCheese"
"Better Animals Plus","betteranimalsplus:goatmilk",5269,0,"false","Goat Milk","foodGoatMilk,listAllGoatMilk,listAllMilk"
"Better Animals Plus","betteranimalsplus:golden_goose_egg",5298,0,"false","Golden Goose Egg",""
"Better Animals Plus","betteranimalsplus:goose_egg",5297,0,"false","Goose Egg","egg,eggCookable,foodEgg,listAllEgg,listAllegg"
"Better Animals Plus","betteranimalsplus:handoffate",5313,0,"false","Hand Of Fate",""
"Better Animals Plus","betteranimalsplus:hirschgeistskull",5262,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:hirschgeistskull_1",5263,0,"false","Hirschgeist Skull",""
"Better Animals Plus","betteranimalsplus:hirschgeistskullwearable",5266,0,"false","Wearable Hirschgeist Skull",""
"Better Animals Plus","betteranimalsplus:moosehead",5257,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:moosehead_1",5258,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:moosehead_2",5259,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:moosehead_3",5260,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:moosehead_4",5261,0,"false","Moose Head",""
"Better Animals Plus","betteranimalsplus:pheasant_egg",5295,0,"false","Pheasant Egg","egg,eggCookable,foodEgg,listAllEgg,listAllegg"
"Better Animals Plus","betteranimalsplus:pheasantcooked",5272,0,"false","Cooked Pheasant","listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:pheasantraw",5271,0,"false","Raw Pheasant","listAllmeatraw"
"Better Animals Plus","betteranimalsplus:record_crab_rave",5293,0,"false","Music Disc",""
"Better Animals Plus","betteranimalsplus:record_walrus",5294,0,"false","Music Disc",""
"Better Animals Plus","betteranimalsplus:reindeerhead",5252,0,"false","item.null.name",""
"Better Animals Plus","betteranimalsplus:reindeerhead_1",5253,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:reindeerhead_2",5254,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:reindeerhead_3",5255,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:reindeerhead_4",5256,0,"false","Reindeer Head",""
"Better Animals Plus","betteranimalsplus:trillium",5312,0,"false","Trillium",""
"Better Animals Plus","betteranimalsplus:turkey_cooked",5315,0,"false","Cooked Turkey","listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:turkey_egg",5296,0,"false","Turkey Egg","egg,eggCookable,foodEgg,listAllEgg,listAllegg"
"Better Animals Plus","betteranimalsplus:turkey_leg_cooked",5300,0,"false","Cooked Turkey Leg","listAllmeatcooked"
